SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT,SAMPLE_ID_ÉCHANTILLON
"NW06MA0001","2000-02-17 14:30","","7.2","0.1","","10111","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.05","0.05","","100081","MG/L","ALUMINUM EXTRACTABLE","ALUMINIUM EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.008","0.002","","100216","MG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","",".021","0.002","","7557","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0","","","7570","MG/L","AMMONIA UN-IONIZED (CALCD.)","AZOTE AMMONIACAL NON IONISÉ (CALC.)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.0001","0.0001","","100253","MG/L","ARSENIC DISSOLVED","ARSENIC DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.02","0.002","","100082","MG/L","BARIUM EXTRACTABLE","BARYUM EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.0196","0.0002","","100217","MG/L","BARIUM TOTAL","BARYUM TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.001","0.001","","100083","MG/L","BERYLLIUM EXTRACTABLE","BÉRYLLIUM EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.05","0.05","","100218","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.01","0.01","","100097","MG/L","BORON EXTRACTABLE","BORE EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.005","0.005","","100084","MG/L","CADMIUM EXTRACTABLE","CADMIUM EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.0001","0.0001","","100219","MG/L","CADMIUM TOTAL","CADMIUM TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","2.12","0.01","","100431","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","2.3","1","","100098","MG/L","CALCIUM EXTRACTABLE/UNFILTERED","CALCIUM EXTRACTIBLE/NON FILTRÉ","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","2.28","0.01","","100232","MG/L","CALCIUM TOTAL","CALCIUM TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","1.272","","","6401","MG/L","CARBON DIOXIDE FREE (CALCD.)","DIOXYDE DE CARBONE LIBRE (CALC.)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","1.2","0.1","","100300","MG/L","CARBON DISSOLVED INORGANIC","CARBONE INORGANIQUE DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","3.7","0.1","","6104","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.046","0.005","","6902","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","3.746","","","6002","MG/L","CARBON TOTAL ORGANIC (CALCD.)","CARBONE ORGANIQUE TOTAL (CALC.)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","1.64","0.05","","17206","MG/L","CHLORIDE DISSOLVED","CHLORURES DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.005","0.005","","100086","MG/L","CHROMIUM EXTRACTABLE","CHROME EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.0002","0.0002","","100221","MG/L","CHROMIUM TOTAL","CHROME TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.005","0.005","","100085","MG/L","COBALT EXTRACTABLE","COBALT EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.0001","0.0001","","100220","MG/L","COBALT TOTAL","COBALT TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","10","","","2021","REL UNIT","COLOUR TRUE","COULEUR VRAIE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","17.1","1","","109027","µS/CM","CONDUCTANCE (FIELD)","CONDUCTANCE (TERRAIN)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.005","0.005","","100087","MG/L","COPPER EXTRACTABLE","CUIVRE EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.0006","0.0002","","100222","MG/L","COPPER TOTAL","CUIVRE TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","",".024","0.005","","7110","MG/L","DISSOLVED NITRITE/NITRATE","NITRITES/NITRATES DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.05","","","9117","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","2.375","","","10650","MG/L","HARDNESS NON-CARBONATED (CALCD.)","DURETÉ NON-CARBONATÉE (CALC.)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","9.575","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.012","0.005","","100088","MG/L","IRON EXTRACTABLE","FER EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.0116","0.0004","","100223","MG/L","IRON TOTAL","FER TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.02","0.02","","100093","MG/L","LEAD EXTRACTABLE","PLOMB EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.0002","0.0002","","100228","MG/L","LEAD TOTAL","PLOMB TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.005","0.005","","100089","MG/L","LITHIUM EXTRACTABLE","LITHIUM EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.0009","0.0001","","100224","MG/L","LITHIUM TOTAL","LITHIUM TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","1.04","0.002","","100432","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","1.1","1","","100099","MG/L","MAGNESIUM EXTRACTABLE/UNFILTERED","MAGNÉSIUM EXTRACTIBLE/NON FILTRÉ","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","1.02","0.01","","100233","MG/L","MAGNESIUM TOTAL","MAGNÉSIUM TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.002","0.002","","100090","MG/L","MANGANESE EXTRACTABLE","MANGANÈSE EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.0016","0.0001","","100225","MG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.005","0.005","","100091","MG/L","MOLYBDENUM EXTRACTABLE","MOLYBDÈNE EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.0001","0.0001","","100226","MG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.01","0.01","","100092","MG/L","NICKEL EXTRACTABLE","NICKEL EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.0002","0.0002","","100227","MG/L","NICKEL TOTAL","NICKEL TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.018","0.002","","7902","MG/L","NITROGEN PARTICULATE","AZOTE PARTICULAIRE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.211","","","7603","MG/L","NITROGEN TOTAL (CALCD.)","AZOTE TOTAL (CALC.)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","",".193","0.01","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","6.98","","","109026","PH","PH (FIELD)","PH (TERRAIN)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","7.04","","","10301","PH","PH","PH","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.015","","","15901","MG/L","PHOSPHORUS PARTICULATE (CALCD.)","PHOSPHORE PARTICULAIRE (CALC.)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","",".006","","","15104","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","",".021","","","15411","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.39","0.06","","100434","MG/L","POTASSIUM DISSOLVED/FILTERED","POTASSIUM DISSOUS/FILTRÉ","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","2","","","100101","MG/L","POTASSIUM EXTRACTABLE/UNFILTERED","POTASSIUM EXTRACTIBLE/NON FILTRÉ","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.37","0.02","","100235","MG/L","POTASSIUM TOTAL","POTASSIUM TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","20","10","","10451","MG/L","RESIDUE FILTERABLE","RÉSIDUS FILTRABLES","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","3","1","","10406","MG/L","RESIDUE NONFILTERABLE","RÉSIDUS NON-FILTRABLES","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","-3.886","","","210","PH","SATURATION INDEX (CALCD.)","INDICE DE SATURATION (CALC.)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.0001","0.0001","","100254","MG/L","SELENIUM DISSOLVED","SÉLÉNIUM DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.0001","0.0001","","100324","MG/L","SILVER TOTAL","ARGENT TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.21","0.02","","14108","MG/L","SIO2","SIO2","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.55","0.03","","100433","MG/L","SODIUM DISSOLVED/FILTERED","SODIUM DISSOUS/FILTRÉ","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","2","2","","100100","MG/L","SODIUM EXTRACTABLE/UNFILTERED","SODIUM EXTRACTIBLE/NON FILTRÉ","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","10.622","","","11250","%","SODIUM PERCENTAGE (CALCD.)","POURCENTAGE SODIUM (CALC.)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.46","0.02","","100234","MG/L","SODIUM TOTAL","SODIUM TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","26","","","2041","µS/CM","SPECIFIC CONDUCTANCE","CONDUCTANCE SPÉCIFIQUE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","14.812","","","211","PH","STABILITY INDEX (CALCD.)","INDICE DE STABILITÉ (CLAC.)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.017","0.002","","100094","MG/L","STRONTIUM EXTRACTABLE","STRONTIUM EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.0158","0.0001","","100229","MG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","1","0.2","","16306","MG/L","SULPHATE DISSOLVED","SULFATES DISSOUS","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0","","","109028","DEG C","TEMPERATURE WATER (FIELD)","TEMPÉRATURE DE L'EAU (TERRAIN)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","11.426","","","202","MG/L","TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.)","SOLIDES DISSOUS TOTAUX (RÉSIDUS FILTRABLES) (CALC.)","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","2.1","","","2081","NTU","TURBIDITY","TURBIDITÉ","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.005","0.005","","100095","MG/L","VANADIUM EXTRACTABLE","VANADIUM EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.0001","0.0001","","100230","MG/L","VANADIUM TOTAL","VANADIUM TOTAL","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","<","0.005","0.005","","100096","MG/L","ZINC EXTRACTABLE","ZINC EXTRACTIBLE","P","1999PN237570"
"NW06MA0001","2000-02-17 14:30","","0.0009","0.0002","","100231","MG/L","ZINC TOTAL","ZINC TOTAL","P","1999PN237570"
"NW06MA0001","2000-05-12 14:15","","8.6","0.5","","10101","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.05","0.05","","100081","MG/L","ALUMINUM EXTRACTABLE","ALUMINIUM EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.007","0.002","","100216","MG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","",".006","","","7562","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.0001","0.0001","","100253","MG/L","ARSENIC DISSOLVED","ARSENIC DISSOUS","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.021","0.002","","100082","MG/L","BARIUM EXTRACTABLE","BARYUM EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.0213","0.0002","","100217","MG/L","BARIUM TOTAL","BARYUM TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.001","0.001","","100083","MG/L","BERYLLIUM EXTRACTABLE","BÉRYLLIUM EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.05","0.05","","100218","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.02","0.01","","100097","MG/L","BORON EXTRACTABLE","BORE EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.005","0.005","","100084","MG/L","CADMIUM EXTRACTABLE","CADMIUM EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.0001","0.0001","","100219","MG/L","CADMIUM TOTAL","CADMIUM TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","2.46","0.05","","20103","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","2.4","1","","100098","MG/L","CALCIUM EXTRACTABLE/UNFILTERED","CALCIUM EXTRACTIBLE/NON FILTRÉ","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","2.48","0.01","","100232","MG/L","CALCIUM TOTAL","CALCIUM TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","2.584","","","6401","MG/L","CARBON DIOXIDE FREE (CALCD.)","DIOXYDE DE CARBONE LIBRE (CALC.)","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","3.8","0.5","","6101","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.118","0.005","","6902","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","3.918","","","6002","MG/L","CARBON TOTAL ORGANIC (CALCD.)","CARBONE ORGANIQUE TOTAL (CALC.)","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","1.85","0.05","","17206","MG/L","CHLORIDE DISSOLVED","CHLORURES DISSOUS","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.005","0.005","","100086","MG/L","CHROMIUM EXTRACTABLE","CHROME EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.0002","0.0002","","100221","MG/L","CHROMIUM TOTAL","CHROME TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.005","0.005","","100085","MG/L","COBALT EXTRACTABLE","COBALT EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.0001","0.0001","","100220","MG/L","COBALT TOTAL","COBALT TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","10","","","2021","REL UNIT","COLOUR TRUE","COULEUR VRAIE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","18","1","","109027","µS/CM","CONDUCTANCE (FIELD)","CONDUCTANCE (TERRAIN)","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.005","0.005","","100087","MG/L","COPPER EXTRACTABLE","CUIVRE EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.0003","0.0002","","100222","MG/L","COPPER TOTAL","CUIVRE TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<",".002","0.001","","6612","MG/L","CYANIDE TOTAL","CYANURE TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<",".008","0.005","","7110","MG/L","DISSOLVED NITRITE/NITRATE","NITRITES/NITRATES DISSOUS","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.05","","","9117","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","2.277","","","10650","MG/L","HARDNESS NON-CARBONATED (CALCD.)","DURETÉ NON-CARBONATÉE (CALC.)","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","10.877","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.01","0.005","","100088","MG/L","IRON EXTRACTABLE","FER EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.0111","0.0004","","100223","MG/L","IRON TOTAL","FER TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.02","0.02","","100093","MG/L","LEAD EXTRACTABLE","PLOMB EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.0002","0.0002","","100228","MG/L","LEAD TOTAL","PLOMB TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.005","0.005","","100089","MG/L","LITHIUM EXTRACTABLE","LITHIUM EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.0006","0.0001","","100224","MG/L","LITHIUM TOTAL","LITHIUM TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","1.15","0.01","","12102","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","1.2","1","","100099","MG/L","MAGNESIUM EXTRACTABLE/UNFILTERED","MAGNÉSIUM EXTRACTIBLE/NON FILTRÉ","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","1.08","0.01","","100233","MG/L","MAGNESIUM TOTAL","MAGNÉSIUM TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.002","0.002","","100090","MG/L","MANGANESE EXTRACTABLE","MANGANÈSE EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.0012","0.0001","","100225","MG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.005","0.005","","100091","MG/L","MOLYBDENUM EXTRACTABLE","MOLYBDÈNE EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.0001","0.0001","","100226","MG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.01","0.01","","100092","MG/L","NICKEL EXTRACTABLE","NICKEL EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.0003","0.0002","","100227","MG/L","NICKEL TOTAL","NICKEL TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.025","0.002","","7902","MG/L","NITROGEN PARTICULATE","AZOTE PARTICULAIRE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.291","","","7603","MG/L","NITROGEN TOTAL (CALCD.)","AZOTE TOTAL (CALC.)","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","",".266","0.01","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","7.2","","","109026","PH","PH (FIELD)","PH (TERRAIN)","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","6.81","","","10301","PH","PH","PH","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.004","","","15901","MG/L","PHOSPHORUS PARTICULATE (CALCD.)","PHOSPHORE PARTICULAIRE (CALC.)","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","",".113","","","15104","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","",".014","","","15411","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","2","","","100101","MG/L","POTASSIUM EXTRACTABLE/UNFILTERED","POTASSIUM EXTRACTIBLE/NON FILTRÉ","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.41","0.01","","100499","MG/L","POTASSIUM FILTERED","POTASSIUM FILTRÉ","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.37","0.02","","100235","MG/L","POTASSIUM TOTAL","POTASSIUM TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","23","10","","10451","MG/L","RESIDUE FILTERABLE","RÉSIDUS FILTRABLES","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","13","1","","10406","MG/L","RESIDUE NONFILTERABLE","RÉSIDUS NON-FILTRABLES","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","-3.976","","","210","PH","SATURATION INDEX (CALCD.)","INDICE DE SATURATION (CALC.)","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.0001","0.0001","","100254","MG/L","SELENIUM DISSOLVED","SÉLÉNIUM DISSOUS","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.0001","0.0001","","100324","MG/L","SILVER TOTAL","ARGENT TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.26","0.02","","14108","MG/L","SIO2","SIO2","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","2","2","","100100","MG/L","SODIUM EXTRACTABLE/UNFILTERED","SODIUM EXTRACTIBLE/NON FILTRÉ","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.64","0.01","","100500","MG/L","SODIUM FILTERED","SODIUM FILTRÉ","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","10.889","","","11250","%","SODIUM PERCENTAGE (CALCD.)","POURCENTAGE SODIUM (CALC.)","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.49","0.02","","100234","MG/L","SODIUM TOTAL","SODIUM TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","2690","","","2041","µS/CM","SPECIFIC CONDUCTANCE","CONDUCTANCE SPÉCIFIQUE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","14.762","","","211","PH","STABILITY INDEX (CALCD.)","INDICE DE STABILITÉ (CLAC.)","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.018","0.002","","100094","MG/L","STRONTIUM EXTRACTABLE","STRONTIUM EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.0171","0.0001","","100229","MG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.3","0.2","","16306","MG/L","SULPHATE DISSOLVED","SULFATES DISSOUS","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0","","","109028","DEG C","TEMPERATURE WATER (FIELD)","TEMPÉRATURE DE L'EAU (TERRAIN)","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","12.315","","","202","MG/L","TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.)","SOLIDES DISSOUS TOTAUX (RÉSIDUS FILTRABLES) (CALC.)","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","1.2","","","2081","NTU","TURBIDITY","TURBIDITÉ","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.005","0.005","","100095","MG/L","VANADIUM EXTRACTABLE","VANADIUM EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.0001","0.0001","","100230","MG/L","VANADIUM TOTAL","VANADIUM TOTAL","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","<","0.005","0.005","","100096","MG/L","ZINC EXTRACTABLE","ZINC EXTRACTIBLE","P","2000PN237601"
"NW06MA0001","2000-05-12 14:15","","0.0005","0.0002","","100231","MG/L","ZINC TOTAL","ZINC TOTAL","P","2000PN237601"
"NW06MA0001","2000-06-29 11:30","","8.3","0.5","","10101","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P","2000PNE17646"
"NW06MA0001","2000-06-29 11:30","<","0.05","0.05","","100081","MG/L","ALUMINUM EXTRACTABLE","ALUMINIUM EXTRACTIBLE","P","2000PNE17646"
"NW06MA0001","2000-06-29 11:30","","0.013","0.002","","100216","MG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P","2000PNE17646"
"NW06MA0001","2000-06-29 11:30","<",".005","","","7562","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P","2000PNE17646"
"NW06MA0001","2000-06-29 11:30","","0.0001","0.0001","","100253","MG/L","ARSENIC DISSOLVED","ARSENIC DISSOUS","P","2000PNE17646"
"NW06MA0001","2000-06-29 11:30","","0.02","0.002","","100082","MG/L","BARIUM EXTRACTABLE","BARYUM EXTRACTIBLE","P","2000PNE17646"
"NW06MA0001","2000-06-29 11:30","","0.0181","0.0002","","100217","MG/L","BARIUM TOTAL","BARYUM TOTAL","P","2000PNE17646"
"NW06MA0001","2000-06-29 11:30","<","0.001","0.001","","100083","MG/L","BERYLLIUM EXTRACTABLE","BÉRYLLIUM EXTRACTIBLE","P","2000PNE17646"
"NW06MA0001","2000-06-29 11:30","<","0.05","0.05","","100218","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P","2000PNE17646"
"NW06MA0001","2000-06-29 11:30","","0.04","0.01","","100097","MG/L","BORON EXTRACTABLE","BORE EXTRACTIBLE","P","2000PNE17646"
