SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT,SAMPLE_ID_ÉCHANTILLON
"NW06MA0001","2004-06-29 08:10","","0.86","0.01","","97521","µG/L","RUBIDIUM TOTAL","RUBIDIUM TOTAL","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","<","0.05","0.05","","97523","µG/L","SELENIUM TOTAL","SÉLÉNIUM TOTAL","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","<","0.001","0.001","","97997","µG/L","SILVER TOTAL","ARGENT TOTAL","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","0.32","0.02","","14108","MG/L","SIO2","SIO2","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","0.55","0.01","","100500","MG/L","SODIUM FILTERED","SODIUM FILTRÉ","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","10.627","","","11250","%","SODIUM PERCENTAGE (CALCD.)","POURCENTAGE SODIUM (CALC.)","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","23.7","","","2041","µS/CM","SPECIFIC CONDUCTANCE","CONDUCTANCE SPÉCIFIQUE","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","18.0","0.05","","97525","µG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","0.64","0.01","","16309","MG/L","SULPHATE DISSOLVED","SULFATES DISSOUS","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","0.002","0.001","","97527","µG/L","THALLIUM TOTAL","THALLIUM TOTAL","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","0.012","0.005","","97524","µG/L","TIN TOTAL","ÉTAIN TOTAL","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","12.916","","","202","MG/L","TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.)","SOLIDES DISSOUS TOTAUX (RÉSIDUS FILTRABLES) (CALC.)","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","<","0.001","0.001","","97530","µG/L","TUNGSTEN TOTAL","TUNGSTÈNE TOTAL","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","0.65","","","2081","NTU","TURBIDITY","TURBIDITÉ","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","0.0366","0.0005","","97528","µG/L","URANIUM TOTAL","URANIUM TOTAL","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","0.076","0.005","","97529","µG/L","VANADIUM TOTAL","VANADIUM TOTAL","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","0.030","0.005","","97531","µG/L","YTTRIUM TOTAL","YTTRIUM TOTAL","P","2004PN010076"
"NW06MA0001","2004-06-29 08:10","","1.76","0.05","","97532","µG/L","ZINC TOTAL","ZINC TOTAL","P","2004PN010076"
"NW06MA0001","2004-06-29 08:12","","9.5","0.5","","10101","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","7.5","0.2","","97998","µG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.005","0.002","","7563","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.001","0.001","","97522","µG/L","ANTIMONY TOTAL","ANTIMOINE TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.11","0.01","","97999","µG/L","ARSENIC TOTAL","ARSENIC TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","19.5","0.05","","97502","µG/L","BARIUM TOTAL","BARYUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.002","0.001","","97503","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","0.001","0.001","","97504","µG/L","BISMUTH TOTAL","BISMUTH TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.5","0.1","","97501","µG/L","BORON TOTAL","BORE TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.062","0.001","","97505","µG/L","CADMIUM TOTAL","CADMIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","2.18","0.05","","20103","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","1.531","","","6401","MG/L","CARBON DIOXIDE FREE (CALCD.)","DIOXYDE DE CARBONE LIBRE (CALC.)","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","2.9","0.5","","6101","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.258","0.005","","6902","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","3.158","","","6002","MG/L","CARBON TOTAL ORGANIC (CALCD.)","CARBONE ORGANIQUE TOTAL (CALC.)","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.049","0.002","","97506","µG/L","CERIUM TOTAL","CÉRIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","0.005","0.005","","97509","µG/L","CESIUM TOTAL","CÉSIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","1.22","0.01","","17209","MG/L","CHLORIDE DISSOLVED","CHLORURES DISSOUS","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.136","0.005","","97508","µG/L","CHROMIUM TOTAL","CHROME TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.010","0.002","","97507","µG/L","COBALT TOTAL","COBALT TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","5","5","","101401","CTU","COLOUR","COULEUR","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","1.65","0.02","","97510","µG/L","COPPER TOTAL","CUIVRE TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","0.2","0.005","","102615","MG/L","DISSOLVED NITRITE/NITRATE","NITRITES/NITRATES DISSOUS","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.04","0.01","","97958","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.001","0.001","","97512","µG/L","GALLIUM TOTAL","GALLIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.019","","","10650","MG/L","HARDNESS NON-CARBONATED (CALCD.)","DURETÉ NON-CARBONATÉE (CALC.)","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","9.519","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","12.1","0.5","","97511","µG/L","IRON TOTAL","FER TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.045","0.001","","97513","µG/L","LANTHANUM TOTAL","LANTHANE TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.085","0.005","","97519","µG/L","LEAD TOTAL","PLOMB TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.7","0.2","","97514","µG/L","LITHIUM TOTAL","LITHIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.99","0.01","","12102","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","4.10","0.05","","97515","µG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.043","0.005","","97516","µG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.25","0.02","","97518","µG/L","NICKEL TOTAL","NICKEL TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","0.001","0.001","","97517","µG/L","NIOBIUM TOTAL","NIOBIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.048","0.002","","7902","MG/L","NITROGEN PARTICULATE","AZOTE PARTICULAIRE","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.068","","","7603","MG/L","NITROGEN TOTAL (CALCD.)","AZOTE TOTAL (CALC.)","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","0.04","0.01","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","7.08","","","10301","PH","PH","PH","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","0.004","","","15901","MG/L","PHOSPHORUS PARTICULATE (CALCD.)","PHOSPHORE PARTICULAIRE (CALC.)","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","0.01","","","15104","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","0.01","0.002","","15406","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","0.001","0.001","","97520","µG/L","PLATINUM TOTAL","PLATINE TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.40","0.01","","100499","MG/L","POTASSIUM FILTERED","POTASSIUM FILTRÉ","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","12","10","","10451","MG/L","RESIDUE FILTERABLE","RÉSIDUS FILTRABLES","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","3","1","","10406","MG/L","RESIDUE NONFILTERABLE","RÉSIDUS NON-FILTRABLES","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.81","0.01","","97521","µG/L","RUBIDIUM TOTAL","RUBIDIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","0.05","0.05","","97523","µG/L","SELENIUM TOTAL","SÉLÉNIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","0.001","0.001","","97997","µG/L","SILVER TOTAL","ARGENT TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.29","0.02","","14108","MG/L","SIO2","SIO2","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.59","0.01","","100500","MG/L","SODIUM FILTERED","SODIUM FILTRÉ","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","11.351","","","11250","%","SODIUM PERCENTAGE (CALCD.)","POURCENTAGE SODIUM (CALC.)","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","23.6","","","2041","µS/CM","SPECIFIC CONDUCTANCE","CONDUCTANCE SPÉCIFIQUE","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","17.6","0.05","","97525","µG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.67","0.01","","16309","MG/L","SULPHATE DISSOLVED","SULFATES DISSOUS","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.002","0.001","","97527","µG/L","THALLIUM TOTAL","THALLIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.021","0.005","","97524","µG/L","TIN TOTAL","ÉTAIN TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","12.966","","","202","MG/L","TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.)","SOLIDES DISSOUS TOTAUX (RÉSIDUS FILTRABLES) (CALC.)","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","<","0.001","0.001","","97530","µG/L","TUNGSTEN TOTAL","TUNGSTÈNE TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.83","","","2081","NTU","TURBIDITY","TURBIDITÉ","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.0374","0.0005","","97528","µG/L","URANIUM TOTAL","URANIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.092","0.005","","97529","µG/L","VANADIUM TOTAL","VANADIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","0.027","0.005","","97531","µG/L","YTTRIUM TOTAL","YTTRIUM TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:12","","3.68","0.05","","97532","µG/L","ZINC TOTAL","ZINC TOTAL","P","2004PN010077"
"NW06MA0001","2004-06-29 08:14","","7.5","0.5","","10101","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","7.3","0.2","","97998","µG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","0.005","0.002","","7563","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.003","0.001","","97522","µG/L","ANTIMONY TOTAL","ANTIMOINE TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.10","0.01","","97999","µG/L","ARSENIC TOTAL","ARSENIC TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","19.5","0.05","","97502","µG/L","BARIUM TOTAL","BARYUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.003","0.001","","97503","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","0.001","0.001","","97504","µG/L","BISMUTH TOTAL","BISMUTH TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.6","0.1","","97501","µG/L","BORON TOTAL","BORE TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.028","0.001","","97505","µG/L","CADMIUM TOTAL","CADMIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","2.16","0.05","","20103","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","5.172","","","6401","MG/L","CARBON DIOXIDE FREE (CALCD.)","DIOXYDE DE CARBONE LIBRE (CALC.)","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","2.9","0.5","","6101","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.249","0.005","","6902","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","3.149","","","6002","MG/L","CARBON TOTAL ORGANIC (CALCD.)","CARBONE ORGANIQUE TOTAL (CALC.)","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.040","0.002","","97506","µG/L","CERIUM TOTAL","CÉRIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","0.005","0.005","","97509","µG/L","CESIUM TOTAL","CÉSIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","1.13","0.01","","17209","MG/L","CHLORIDE DISSOLVED","CHLORURES DISSOUS","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.112","0.005","","97508","µG/L","CHROMIUM TOTAL","CHROME TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.006","0.002","","97507","µG/L","COBALT TOTAL","COBALT TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","5","5","","101401","CTU","COLOUR","COULEUR","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.91","0.02","","97510","µG/L","COPPER TOTAL","CUIVRE TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","0.2","0.005","","102615","MG/L","DISSOLVED NITRITE/NITRATE","NITRITES/NITRATES DISSOUS","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.04","0.01","","97958","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.001","0.001","","97512","µG/L","GALLIUM TOTAL","GALLIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","2.011","","","10650","MG/L","HARDNESS NON-CARBONATED (CALCD.)","DURETÉ NON-CARBONATÉE (CALC.)","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","9.511","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","11.9","0.5","","97511","µG/L","IRON TOTAL","FER TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.040","0.001","","97513","µG/L","LANTHANUM TOTAL","LANTHANE TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.036","0.005","","97519","µG/L","LEAD TOTAL","PLOMB TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.9","0.2","","97514","µG/L","LITHIUM TOTAL","LITHIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","1.00","0.01","","12102","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","4.63","0.05","","97515","µG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.042","0.005","","97516","µG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.18","0.02","","97518","µG/L","NICKEL TOTAL","NICKEL TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","0.001","0.001","","97517","µG/L","NIOBIUM TOTAL","NIOBIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.048","0.002","","7902","MG/L","NITROGEN PARTICULATE","AZOTE PARTICULAIRE","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.458","","","7603","MG/L","NITROGEN TOTAL (CALCD.)","AZOTE TOTAL (CALC.)","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.41","0.01","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","6.45","","","10301","PH","PH","PH","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","0.004","","","15901","MG/L","PHOSPHORUS PARTICULATE (CALCD.)","PHOSPHORE PARTICULAIRE (CALC.)","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","0.01","","","15104","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","0.01","0.002","","15406","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","0.001","0.001","","97520","µG/L","PLATINUM TOTAL","PLATINE TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.38","0.01","","100499","MG/L","POTASSIUM FILTERED","POTASSIUM FILTRÉ","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","12","10","","10451","MG/L","RESIDUE FILTERABLE","RÉSIDUS FILTRABLES","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","3","1","","10406","MG/L","RESIDUE NONFILTERABLE","RÉSIDUS NON-FILTRABLES","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.86","0.01","","97521","µG/L","RUBIDIUM TOTAL","RUBIDIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","0.05","0.05","","97523","µG/L","SELENIUM TOTAL","SÉLÉNIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","0.001","0.001","","97997","µG/L","SILVER TOTAL","ARGENT TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.29","0.02","","14108","MG/L","SIO2","SIO2","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.54","0.01","","100500","MG/L","SODIUM FILTERED","SODIUM FILTRÉ","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","10.522","","","11250","%","SODIUM PERCENTAGE (CALCD.)","POURCENTAGE SODIUM (CALC.)","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","24","","","2041","µS/CM","SPECIFIC CONDUCTANCE","CONDUCTANCE SPÉCIFIQUE","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","17.6","0.05","","97525","µG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.61","0.01","","16309","MG/L","SULPHATE DISSOLVED","SULFATES DISSOUS","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.002","0.001","","97527","µG/L","THALLIUM TOTAL","THALLIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.010","0.005","","97524","µG/L","TIN TOTAL","ÉTAIN TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","11.536","","","202","MG/L","TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.)","SOLIDES DISSOUS TOTAUX (RÉSIDUS FILTRABLES) (CALC.)","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","<","0.001","0.001","","97530","µG/L","TUNGSTEN TOTAL","TUNGSTÈNE TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.75","","","2081","NTU","TURBIDITY","TURBIDITÉ","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.0358","0.0005","","97528","µG/L","URANIUM TOTAL","URANIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.088","0.005","","97529","µG/L","VANADIUM TOTAL","VANADIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","0.028","0.005","","97531","µG/L","YTTRIUM TOTAL","YTTRIUM TOTAL","P","2004PN010078"
"NW06MA0001","2004-06-29 08:14","","1.77","0.05","","97532","µG/L","ZINC TOTAL","ZINC TOTAL","P","2004PN010078"
"NW06MA0001","2004-08-21 15:15","","9.2","0.5","","10101","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","7.9","0.2","","97998","µG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","<","0.005","0.002","","7563","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0","","","7570","MG/L","AMMONIA UN-IONIZED (CALCD.)","AZOTE AMMONIACAL NON IONISÉ (CALC.)","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.012","0.001","","97522","µG/L","ANTIMONY TOTAL","ANTIMOINE TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.10","0.01","","97999","µG/L","ARSENIC TOTAL","ARSENIC TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","15.9","0.05","","97502","µG/L","BARIUM TOTAL","BARYUM TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.003","0.001","","97503","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","<","0.001","0.001","","97504","µG/L","BISMUTH TOTAL","BISMUTH TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.2","0.1","","97501","µG/L","BORON TOTAL","BORE TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.971","0.001","","97505","µG/L","CADMIUM TOTAL","CADMIUM TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","1.95","0.05","","20103","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","1.702","","","6401","MG/L","CARBON DIOXIDE FREE (CALCD.)","DIOXYDE DE CARBONE LIBRE (CALC.)","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","2.7","0.5","","6101","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.485","0.005","","6902","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","3.185","","","6002","MG/L","CARBON TOTAL ORGANIC (CALCD.)","CARBONE ORGANIQUE TOTAL (CALC.)","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.036","0.002","","97506","µG/L","CERIUM TOTAL","CÉRIUM TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","<","0.005","0.005","","97509","µG/L","CESIUM TOTAL","CÉSIUM TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.10","0.01","","17209","MG/L","CHLORIDE DISSOLVED","CHLORURES DISSOUS","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.062","0.005","","97508","µG/L","CHROMIUM TOTAL","CHROME TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.011","0.002","","97507","µG/L","COBALT TOTAL","COBALT TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","10","5","","101401","CTU","COLOUR","COULEUR","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","20.2","1","","109027","µS/CM","CONDUCTANCE (FIELD)","CONDUCTANCE (TERRAIN)","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","1.15","0.02","","97510","µG/L","COPPER TOTAL","CUIVRE TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.07","0.01","","97958","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.002","0.001","","97512","µG/L","GALLIUM TOTAL","GALLIUM TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0","","","10650","MG/L","HARDNESS NON-CARBONATED (CALCD.)","DURETÉ NON-CARBONATÉE (CALC.)","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","6.228","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","12.6","0.5","","97511","µG/L","IRON TOTAL","FER TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.036","0.001","","97513","µG/L","LANTHANUM TOTAL","LANTHANE TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.086","0.005","","97519","µG/L","LEAD TOTAL","PLOMB TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.8","0.2","","97514","µG/L","LITHIUM TOTAL","LITHIUM TOTAL","P","2004PN010154"
"NW06MA0001","2004-08-21 15:15","","0.33","0.01","","12102","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P","2004PN010154"
