SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT,SAMPLE_ID_ÉCHANTILLON
"MA05PF0022","2000-01-12 14:01","","44.6","0.1","","10111","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.011","0.005","","7540","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0","","","7570","MG/L","AMMONIA UN-IONIZED (CALCD.)","AZOTE AMMONIACAL NON IONISÉ (CALC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","54.367","","","6201","MG/L","BICARBONATE (CALCD.)","BICARBONATE (CALC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","13.5","0.01","","100431","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","5.706","","","6401","MG/L","CARBON DIOXIDE FREE (CALCD.)","DIOXYDE DE CARBONE LIBRE (CALC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","8.99","0.1","","6104","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.233","0.005","","6901","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","9.223","","","6002","MG/L","CARBON TOTAL ORGANIC (CALCD.)","CARBONE ORGANIQUE TOTAL (CALC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0","","","6301","MG/L","CARBONATE (CALCD.)","CARBONATE (CALC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","1.73","0.05","","17206","MG/L","CHLORIDE DISSOLVED","CHLORURES DISSOUS","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","<","2","","","36002","NO/100ML","COLIFORMS TOTAL","COLIFORMES TOTAUX","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","25.","","","2021","REL UNIT","COLOUR TRUE","COULEUR VRAIE","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","103.7","1","","109027","µS/CM","CONDUCTANCE (FIELD)","CONDUCTANCE (TERRAIN)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.065","0.005","","7110","MG/L","DISSOLVED NITRITE/NITRATE","NITRITES/NITRATES DISSOUS","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","<","2","","","36012","NO/100ML","FECAL COLIFORMS","COLIFORMES FÉCAUX","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","<","2","","","36103","NO/100ML","FECAL STREPTOCOCCI","STREPTOCOQUES FÉCAUX","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.06","","","9117","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","3.848","","","10650","MG/L","HARDNESS NON-CARBONATED (CALCD.)","DURETÉ NON-CARBONATÉE (CALC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","48.448","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0","","","8501","MG/L","HYDROXIDE (CALCD.)","HYDROXYDE (CALC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","3.58","0.002","","100432","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.019","0.02","","7901","MG/L","NITROGEN PARTICULATE","AZOTE PARTICULAIRE","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.437","","","7603","MG/L","NITROGEN TOTAL (CALCD.)","AZOTE TOTAL (CALC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.418","0.01","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.007","0.002","","15265","MG/L","ORTHOPHOSPHORUS DISSOLVED","ORTHOPHOSPHORE DISSOUS","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","13.4","0.01","","8101","MG/L","OXYGEN DISSOLVED","OXYGÈNE DISSOUS","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","7.18","","","109026","PH","PH (FIELD)","PH (TERRAIN)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","7.67","","","10301","PH","PH","PH","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.008","","","15901","MG/L","PHOSPHORUS PARTICULATE (CALCD.)","PHOSPHORE PARTICULAIRE (CALC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.014","0.002","","15465","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.022","0.002","","15423","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.86","0.06","","100434","MG/L","POTASSIUM DISSOLVED/FILTERED","POTASSIUM DISSOUS/FILTRÉ","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","2.00","10","","10401","MG/L","RESIDUE NONFILTERABLE","RÉSIDUS NON-FILTRABLES","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","-2.189","","","210","PH","SATURATION INDEX (CALCD.)","INDICE DE SATURATION (CALC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","1.15","0.02","","14108","MG/L","SIO2","SIO2","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","2.54","0.03","","100433","MG/L","SODIUM DISSOLVED/FILTERED","SODIUM DISSOUS/FILTRÉ","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","10.039","","","11250","%","SODIUM PERCENTAGE (CALCD.)","POURCENTAGE SODIUM (CALC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","112.","","","2041","µS/CM","SPECIFIC CONDUCTANCE","CONDUCTANCE SPÉCIFIQUE","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","11.557","","","211","PH","STABILITY INDEX (CALCD.)","INDICE DE STABILITÉ (CLAC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","5.4","0.2","","16306","MG/L","SULPHATE DISSOLVED","SULFATES DISSOUS","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","25.0","","","2061","DEG C","TEMPERATURE (WATER)","TEMPÉRATURE (EAU)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","0.0","","","109028","DEG C","TEMPERATURE WATER (FIELD)","TEMPÉRATURE DE L'EAU (TERRAIN)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","55.868","","","202","MG/L","TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.)","SOLIDES DISSOUS TOTAUX (RÉSIDUS FILTRABLES) (CALC.)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","4.14","0.01","","110001","NTU","TURBIDITY (FIELD)","TURBIDITÉ (TERRAIN)","P","1999PN150071"
"MA05PF0022","2000-01-12 14:01","","4.6","","","2081","NTU","TURBIDITY","TURBIDITÉ","P","1999PN150071"
"MA05PF0022","2000-02-08 14:20","<","15.9","15.9","","102176","NG/L","2-(2,4-DICHLOROPHENOXY)-PROPIONIC ACID","ACIDE 2-(2,4-DICHLOROPHÉNOXY)PROPANOIQUE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","11.1","11.1","","102177","NG/L","2,3,6-TBA","2,3,6-TBA","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","31.8","31.8","","102182","NG/L","2,4,5-TRICHLOROPHENOXYACITIC ACID (2,4,5-T)","2,4,5-ACIDE TRICHLOROPHÉNOXYACÉTIQUE (2,4,5-T)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","47.0","47","","102184","NG/L","2,4-D BUTYRIC ACID (2,4-DB)","2,4-D ACIDE BUTYRIQUE (2,4-DB)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","14.7","14.7","","102178","NG/L","2,4-DICHLOROPHENOXYACETIC ACID (2,4-D)","ACIDE 2,4-DICHLOROPHÉNOXYACÉTIQUE (2,4-D)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","45.0","0.1","","10111","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.035","0.02","","100195","MG/L","ALUMINUM DISSOLVED","ALUMINIUM DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.155","0.002","","100216","MG/L","ALUMINUM TOTAL","ALUMINIUM TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.009","0.005","","7540","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0","","","7570","MG/L","AMMONIA UN-IONIZED (CALCD.)","AZOTE AMMONIACAL NON IONISÉ (CALC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0005","0.0001","","100253","MG/L","ARSENIC DISSOLVED","ARSENIC DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","242","242","","102228","NG/L","ATRAZINE","ATRAZINE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.009","0.001","","100196","MG/L","BARIUM DISSOLVED","BARYUM DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0112","0.0002","","100217","MG/L","BARIUM TOTAL","BARYUM TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","36.2","36.2","","102223","NG/L","BENZOYLPROP-ETHYL","BENZOYLPROP-ÉTHYLE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.50","0.5","","100197","µG/L","BERYLLIUM DISSOLVED","BÉRYLLIUM DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.05","0.05","","100218","µG/L","BERYLLIUM TOTAL","BÉRYLLIUM TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","54.855","","","6201","MG/L","BICARBONATE (CALCD.)","BICARBONATE (CALC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.008","0.002","","100211","MG/L","BORON DISSOLVED","BORE DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","21.3","21.3","","102179","NG/L","BROMOXYNIL","BROMOXYNIL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","50.0","50","","102224","NG/L","BUTYLATE","BUTILATE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.001","0.001","","100198","MG/L","CADMIUM DISSOLVED","CADMIUM DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.0001","0.0001","","100219","MG/L","CADMIUM TOTAL","CADMIUM TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","12.9","0.01","","100431","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","6.029","","","6401","MG/L","CARBON DIOXIDE FREE (CALCD.)","DIOXYDE DE CARBONE LIBRE (CALC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","9.59","0.1","","6104","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.177","0.005","","6901","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","9.767","","","6002","MG/L","CARBON TOTAL ORGANIC (CALCD.)","CARBONE ORGANIQUE TOTAL (CALC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0","","","6301","MG/L","CARBONATE (CALCD.)","CARBONATE (CALC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","1.67","0.05","","17206","MG/L","CHLORIDE DISSOLVED","CHLORURES DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.001","0.001","","100200","MG/L","CHROMIUM DISSOLVED","CHROME DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0003","0.0002","","100221","MG/L","CHROMIUM TOTAL","CHROME TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.001","0.001","","100199","MG/L","COBALT DISSOLVED","COBALT DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0001","0.0001","","100220","MG/L","COBALT TOTAL","COBALT TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","2","","","36002","NO/100ML","COLIFORMS TOTAL","COLIFORMES TOTAUX","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","25.","","","2021","REL UNIT","COLOUR TRUE","COULEUR VRAIE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","103.5","1","","109027","µS/CM","CONDUCTANCE (FIELD)","CONDUCTANCE (TERRAIN)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.001","0.001","","100201","MG/L","COPPER DISSOLVED","CUIVRE DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0012","0.0002","","100222","MG/L","COPPER TOTAL","CUIVRE TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","50.0","50","","102226","NG/L","DESETHYL ATRAZINE","DÉSÉTHYL ATRAZINE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","50.0","50","","102225","NG/L","D-ETHYL SIMAZINE","DÉSÉTHYL SIMAZINE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","8.64","8.64","","102606","NG/L","DIALLATE I","DIALLATE I","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","8.64","8.64","","102607","NG/L","DIALLATE II","DIALLATE II","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","7.60","7.6","","102174","NG/L","DICAMBA","DICAMBA","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","45.2","45.2","","102222","NG/L","DICLOFOP-METHYL","DICLOFOP-MÉTHYLE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.079","0.005","","7110","MG/L","DISSOLVED NITRITE/NITRATE","NITRITES/NITRATES DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","2","","","36012","NO/100ML","FECAL COLIFORMS","COLIFORMES FÉCAUX","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","2","","","36103","NO/100ML","FECAL STREPTOCOCCI","STREPTOCOQUES FÉCAUX","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","19.7","19.7","","102181","NG/L","FENOPROP OR SILVEX OR 2,4,5-TP","FÉNOPROP OU SILVEX OU 2,4,5-TP","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.06","","","9117","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","5.902","","","10650","MG/L","HARDNESS NON-CARBONATED (CALCD.)","DURETÉ NON-CARBONATÉE (CALC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","50.902","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0","","","8501","MG/L","HYDROXIDE (CALCD.)","HYDROXYDE (CALC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.039","0.004","","100202","MG/L","IRON DISSOLVED","FER DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.175","0.0004","","100223","MG/L","IRON TOTAL","FER TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.002","0.002","","100207","MG/L","LEAD DISSOLVED","PLOMB DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.0002","0.0002","","100228","MG/L","LEAD TOTAL","PLOMB TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.001","0.001","","100203","MG/L","LITHIUM DISSOLVED","LITHIUM DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0014","0.0001","","100224","MG/L","LITHIUM TOTAL","LITHIUM TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","4.54","0.002","","100432","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.001","0.001","","100204","MG/L","MANGANESE DISSOLVED","MANGANÈSE DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0074","0.0001","","100225","MG/L","MANGANESE TOTAL","MANGANÈSE TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","16.2","16.2","","102175","NG/L","MCPA","MCPA","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","26.5","26.5","","102183","NG/L","MCPB","MCPB","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.005","0.005","","100249","µG/L","MERCURY TOTAL","MERCURE TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","116","116","","102230","NG/L","METOLACHLOR","MÉTOLACHLORE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","50.0","50","","102229","NG/L","METRIBUZIN","MÉTRIBUZINE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.001","0.001","","100205","MG/L","MOLYBDENUM DISSOLVED","MOLYBDÈNE DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0001","0.0001","","100226","MG/L","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.002","0.002","","100206","MG/L","NICKEL DISSOLVED","NICKEL DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0008","0.0002","","100227","MG/L","NICKEL TOTAL","NICKEL TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.021","0.02","","7901","MG/L","NITROGEN PARTICULATE","AZOTE PARTICULAIRE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.487","","","7603","MG/L","NITROGEN TOTAL (CALCD.)","AZOTE TOTAL (CALC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.466","0.01","","7657","MG/L","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.006","0.002","","15265","MG/L","ORTHOPHOSPHORUS DISSOLVED","ORTHOPHOSPHORE DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","12.82","0.01","","8101","MG/L","OXYGEN DISSOLVED","OXYGÈNE DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","7.16","","","109026","PH","PH (FIELD)","PH (TERRAIN)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","7.87","","","10301","PH","PH","PH","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.004","","","15901","MG/L","PHOSPHORUS PARTICULATE (CALCD.)","PHOSPHORE PARTICULAIRE (CALC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.014","0.002","","15465","MG/L","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.018","0.002","","15423","MG/L","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","15.5","15.5","","102185","NG/L","PICLORAM","PICLORAME","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.84","0.06","","100434","MG/L","POTASSIUM DISSOLVED/FILTERED","POTASSIUM DISSOUS/FILTRÉ","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","1.60","10","","10401","MG/L","RESIDUE NONFILTERABLE","RÉSIDUS NON-FILTRABLES","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","-2.225","","","210","PH","SATURATION INDEX (CALCD.)","INDICE DE SATURATION (CALC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0002","0.0001","","100254","MG/L","SELENIUM DISSOLVED","SÉLÉNIUM DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0001","0.0001","","100324","MG/L","SILVER TOTAL","ARGENT TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","50.0","50","","102227","NG/L","SIMAZINE","SIMAZINE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","1.30","0.02","","14108","MG/L","SIO2","SIO2","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","2.45","0.03","","100433","MG/L","SODIUM DISSOLVED/FILTERED","SODIUM DISSOUS/FILTRÉ","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","9.306","","","11250","%","SODIUM PERCENTAGE (CALCD.)","POURCENTAGE SODIUM (CALC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","106.","","","2041","µS/CM","SPECIFIC CONDUCTANCE","CONDUCTANCE SPÉCIFIQUE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","11.611","","","211","PH","STABILITY INDEX (CALCD.)","INDICE DE STABILITÉ (CLAC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.024","0.001","","100208","MG/L","STRONTIUM DISSOLVED","STRONTIUM DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0261","0.0001","","100229","MG/L","STRONTIUM TOTAL","STRONTIUM TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","5.9","0.2","","16306","MG/L","SULPHATE DISSOLVED","SULFATES DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","25.0","","","2061","DEG C","TEMPERATURE (WATER)","TEMPÉRATURE (EAU)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0","","","109028","DEG C","TEMPERATURE WATER (FIELD)","TEMPÉRATURE DE L'EAU (TERRAIN)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","57.01","","","202","MG/L","TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.)","SOLIDES DISSOUS TOTAUX (RÉSIDUS FILTRABLES) (CALC.)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","8.64","8.64","","102221","NG/L","TRIALLATE","TRIALLATE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","8.38","8.38","","102219","NG/L","TRIFLURALIN","TRIFLURALINE","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","4.33","0.01","","110001","NTU","TURBIDITY (FIELD)","TURBIDITÉ (TERRAIN)","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","2.9","","","2081","NTU","TURBIDITY","TURBIDITÉ","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.001","0.001","","100209","MG/L","VANADIUM DISSOLVED","VANADIUM DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0006","0.0001","","100230","MG/L","VANADIUM TOTAL","VANADIUM TOTAL","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","<","0.002","0.002","","100210","MG/L","ZINC DISSOLVED","ZINC DISSOUS","P","1999PN150077"
"MA05PF0022","2000-02-08 14:20","","0.0006","0.0002","","100231","MG/L","ZINC TOTAL","ZINC TOTAL","P","1999PN150077"
"MA05PF0022","2000-03-07 13:30","","44.8","0.1","","10111","MG/L","ALKALINITY TOTAL CACO3","ALCALINITÉ TOTALE CACO3","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","0.010","0.005","","7540","MG/L","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","0","","","7570","MG/L","AMMONIA UN-IONIZED (CALCD.)","AZOTE AMMONIACAL NON IONISÉ (CALC.)","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","54.611","","","6201","MG/L","BICARBONATE (CALCD.)","BICARBONATE (CALC.)","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","13.7","0.01","","100431","MG/L","CALCIUM DISSOLVED","CALCIUM DISSOUS","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","4.149","","","6401","MG/L","CARBON DIOXIDE FREE (CALCD.)","DIOXYDE DE CARBONE LIBRE (CALC.)","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","9.21","0.1","","6104","MG/L","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","0.135","0.005","","6901","MG/L","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","9.345","","","6002","MG/L","CARBON TOTAL ORGANIC (CALCD.)","CARBONE ORGANIQUE TOTAL (CALC.)","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","0","","","6301","MG/L","CARBONATE (CALCD.)","CARBONATE (CALC.)","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","1.78","0.05","","17206","MG/L","CHLORIDE DISSOLVED","CHLORURES DISSOUS","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","<","2","","","36002","NO/100ML","COLIFORMS TOTAL","COLIFORMES TOTAUX","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","25.","","","2021","REL UNIT","COLOUR TRUE","COULEUR VRAIE","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","103.3","1","","109027","µS/CM","CONDUCTANCE (FIELD)","CONDUCTANCE (TERRAIN)","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","0.082","0.005","","7110","MG/L","DISSOLVED NITRITE/NITRATE","NITRITES/NITRATES DISSOUS","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","<","2","","","36012","NO/100ML","FECAL COLIFORMS","COLIFORMES FÉCAUX","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","<","2","","","36103","NO/100ML","FECAL STREPTOCOCCI","STREPTOCOQUES FÉCAUX","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","0.06","","","9117","MG/L","FLUORIDE DISSOLVED","FLUORURE DISSOUS","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","5.548","","","10650","MG/L","HARDNESS NON-CARBONATED (CALCD.)","DURETÉ NON-CARBONATÉE (CALC.)","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","50.348","","","10602","MG/L","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","0","","","8501","MG/L","HYDROXIDE (CALCD.)","HYDROXYDE (CALC.)","P","1999PN150088"
"MA05PF0022","2000-03-07 13:30","","3.92","0.002","","100432","MG/L","MAGNESIUM DISSOLVED","MAGNÉSIUM DISSOUS","P","1999PN150088"
