VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"103374","1006","LANTHANUM TOTAL","LANTHANE TOTAL","RARE EARTH","TERRES RARES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103375","576","LITHIUM TOTAL","LITHIUM TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103376","591","MANGANESE TOTAL","MANGANÈSE TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103377","595","MOLYBDENUM TOTAL","MOLYBDÈNE TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103378","610","NICKEL TOTAL","NICKEL TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103379","683","LEAD TOTAL","PLOMB TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103380","1008","RUBIDIUM TOTAL","RUBIDIUM TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103381","766","ANTIMONY TOTAL","ANTIMOINE TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103382","823","STRONTIUM TOTAL","STRONTIUM TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103383","861","THALLIUM TOTAL","THALLIUM TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103384","2725","URANIUM TOTAL","URANIUM TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103385","878","VANADIUM TOTAL","VANADIUM TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103386","890","ZINC TOTAL","ZINC TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"103387","519","IRON TOTAL","FER TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2960","TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MÉTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSÉS PAR ICP-MS/ICP-OES."
"1034","984","COPPER SUSPENDED","CUIVRE EN SUSPENSION","METAL","MÉTAUX","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","342","PARTICULATE METALS IN WATER ANALYSIS - QUEBEC EC LABORATORY - 1995-2008 - ICP-AES","ANALYSE DES MÉTAUX PARTICULAIRES DANS L'EAU - LABORATOIRE EC DU QUÉBEC - 1995-2008 - ICP-AES"
"103468","397","BROMIDE DISSOLVED","BROMURE DISSOUS","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2989","ANIONS IN WATER ARE DETERMINED BY ION EXCHANGE.",NULL
"1035","975","LEAD SUSPENDED","PLOMB EN SUSPENSION","METAL","MÉTAUX","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","342","PARTICULATE METALS IN WATER ANALYSIS - QUEBEC EC LABORATORY - 1995-2008 - ICP-AES","ANALYSE DES MÉTAUX PARTICULAIRES DANS L'EAU - LABORATOIRE EC DU QUÉBEC - 1995-2008 - ICP-AES"
"1036","985","NICKEL PARTICULATE","NICKEL PARTICULAIRE","METAL","MÉTAUX","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","342","PARTICULATE METALS IN WATER ANALYSIS - QUEBEC EC LABORATORY - 1995-2008 - ICP-AES","ANALYSE DES MÉTAUX PARTICULAIRES DANS L'EAU - LABORATOIRE EC DU QUÉBEC - 1995-2008 - ICP-AES"
"103640","2722","CLOPYRALID","CLOPYRALIDE","HERBICIDE","HERBICIDE","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103641","134","DICAMBA","DICAMBA","HERBICIDE","HERBICIDE","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103642","322","MCPA","MCPA","HERBICIDE","HERBICIDE","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103643","3044","2-(2,4-DICHLOROPHENOXY)-PROPIONIC ACID","ACIDE 2-(2,4-DICHLOROPHÉNOXY)PROPANOIQUE","PESTICIDES","PESTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103644","203","2,3,6-TBA","2,3,6-TBA","PESTICIDES","PESTICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103645","323","2,4-DICHLOROPHENOXYACETIC ACID (2,4-D)","ACIDE 2,4-DICHLOROPHÉNOXYACÉTIQUE (2,4-D)","HERBICIDE","HERBICIDE","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103646","128","BROMOXYNIL","BROMOXYNIL","HERBICIDE","HERBICIDE","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103647","3041","2,3-DICHLOROPHENOXYACETIC ACID (2,3-D)","2,3-ACIDE DICHLOROPHÉNOXYACÉTIQUE (2,3-D)","SURROGATE","SURROGATE","%","PERCENT","POURCENTAGE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103648","317","FENOPROP OR SILVEX OR 2,4,5-TP","FÉNOPROP OU SILVEX OU 2,4,5-TP","HERBICIDE","HERBICIDE","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103649","318","2,4,5-TRICHLOROPHENOXYACITIC ACID (2,4,5-T)","2,4,5-ACIDE TRICHLOROPHÉNOXYACÉTIQUE (2,4,5-T)","HERBICIDE","HERBICIDE","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103650","324","MCPB","MCPB","HERBICIDE","HERBICIDE","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103651","325","2,4-D BUTYRIC ACID (2,4-DB)","2,4-D ACIDE BUTYRIQUE (2,4-DB)","HERBICIDE","HERBICIDE","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103654","135","PICLORAM","PICLORAME","HERBICIDE","HERBICIDE","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"103668","549","MERCURY TOTAL","MERCURE TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","2998","TOTAL MERCURY IS DETERMINED BY COLD VAPOR-ATOMIC FLUORESCENCE SPECTROMETRY (CVAFS) IN AN UNFILTERED WATER SAMPLE.","LE MERCURE TOTAL EST DÉTERMINÉ PAR SPECTROMÉTRIE DE FLUORESCENCE ATOMIQUE À VAPEUR FROIDE (CVASF) DANS UN ÉCHANTILLON D’EAU NON-FILTRÉE."
"1037","969","ZINC SUSPENDED","ZINC EN SUSPENSION","METAL","MÉTAUX","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","342","PARTICULATE METALS IN WATER ANALYSIS - QUEBEC EC LABORATORY - 1995-2008 - ICP-AES","ANALYSE DES MÉTAUX PARTICULAIRES DANS L'EAU - LABORATOIRE EC DU QUÉBEC - 1995-2008 - ICP-AES"
"103760","3079","IMAZETHAPYR","IMAZÉTHAPYR","HERBICIDES","HERBICIDES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","3002","ANALYSIS OF ACIDIC HERBICIDES IN WATER USING GC-MSD.","ANALYSE D'HERBICIDES ACIDES DANS L'EAU PAR GC-MSD."
"1038","992","ALUMINUM SUSPENDED","ALUMINIUM EN SUSPENSION","METAL","MÉTAUX","MG/G","MILLIGRAM PER GRAM","MILLIGRAMME PAR GRAMME","342","PARTICULATE METALS IN WATER ANALYSIS - QUEBEC EC LABORATORY - 1995-2008 - ICP-AES","ANALYSE DES MÉTAUX PARTICULAIRES DANS L'EAU - LABORATOIRE EC DU QUÉBEC - 1995-2008 - ICP-AES"
"1039","987","IRON SUSPENDED","FER EN SUSPENSION","METAL","MÉTAUX","MG/G","MILLIGRAM PER GRAM","MILLIGRAMME PAR GRAMME","342","PARTICULATE METALS IN WATER ANALYSIS - QUEBEC EC LABORATORY - 1995-2008 - ICP-AES","ANALYSE DES MÉTAUX PARTICULAIRES DANS L'EAU - LABORATOIRE EC DU QUÉBEC - 1995-2008 - ICP-AES"
"1040","988","MANGANESE SUSPENDED","MANGANÈSE EN SUSPENSION","METAL","MÉTAUX","MG/G","MILLIGRAM PER GRAM","MILLIGRAMME PAR GRAMME","342","PARTICULATE METALS IN WATER ANALYSIS - QUEBEC EC LABORATORY - 1995-2008 - ICP-AES","ANALYSE DES MÉTAUX PARTICULAIRES DANS L'EAU - LABORATOIRE EC DU QUÉBEC - 1995-2008 - ICP-AES"
"10400","1032","TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUE)","SOLIDES EN SUSPENSION TOTAUX (RÉSIDUS NON FILTRABLES)","PHYSICAL","PHYSIQUE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2568","TOTAL SUSPENDED SOLIDS DRIED AT 103-105 DEGREES C","MATIÈRES TOTALES EN SUSPENSION SÉCHÉES À 103-105 C"
"10401","749","RESIDUE NONFILTERABLE","RÉSIDUS NON-FILTRABLES","PHYSICAL","PHYSIQUE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","396","NONFILTERABLE RESIDUE BY GRAVIMETRIC METHOD","RÉSIDUS NON-FILTRABLES - MÉTHODE GRAVIMÉTRIQUE"
"10406","749","RESIDUE NONFILTERABLE","RÉSIDUS NON-FILTRABLES","PHYSICAL","PHYSIQUE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","401","TOTAL SUSPENDED SOLIDS BY GRAVIMETRIC METHOD","SOLIDES TOTAUX EN SUSPENSION - MÉTHODE GRAVIMÉTRIQUE"
"1041","1402","MAGNESIUM PARTICULATE","MAGNÉSIUM PARTICULAIRE","MAJOR IONS","IONS MAJEURS","NG","NANOGRAM","NANOGRAMME","3021","ANALYTICAL METHOD FOR ANALYSIS OF MAJOR, MINOR AND TRACE METAL ELEMENTS IN THE PARTICULATE PHASE OF NATURAL WATERS.","MÉTHODE D’ANALYSE D’ÉLÉMENTS MÉTALLIQUES MAJEURS, MINEURS ET TRACES DANS LA PHASE PARTICULAIRE DES EAUX NATURELLES."
"1042","628","DISSOLVED NITRITE/NITRATE","NITRITES/NITRATES DISSOUS","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","4006","TOTAL NITROGEN IN WATER IS MEASURED SPECTROPHOTOMETRICALLY AT THE 520 NM WAVELENGTH (FIA).","L’AZOTE TOTAL DANS L'EAU EST MESURÉ SPECTROPHOTOMÉTRIQUEMENT À LA LONGUEUR D’ONDE DE 520 NM (FIA)."
"104254","731","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","PHOSPHORUS","PHOSPHORE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3133","PHOSPHORUS IS DETERMINED BY FLOW INJECTION (FIA) AND SEGMENTED FLOW ANALYSIS (SFA).","LE DOSAGE DU PHOSPHORE EST EFFECTUÉ AU MOYEN DE L’ANALYSE PAR INJECTION EN FLUX CONTINU (IFC) ET EN FLUX SEGMENTÉ (IFS)."
"1043","700","ORTHOPHOSPHATE DISSOLVED","ORTHOPHOSPHATE DISSOUS","PHOSPHORUS","PHOSPHORE","MG/L P","MILLIGRAM PER LITER OF PHOSPHORUS","MILLIGRAMME PAR LITRE DE PHOSPHORE","3034","ANALYSIS OF ORTHOPHOSPHATES USING THE AUTOANALYSER TECHNIQUE.","ANALYSE DES ORTHOPHOSPHATES UTILISANT LA TECHNIQUE PAR AUTOANALYSEUR."
"1044","730","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","PHOSPHORUS","PHOSPHORE","MG/L P","MILLIGRAM PER LITER OF PHOSPHORUS","MILLIGRAMME PAR LITRE DE PHOSPHORE","3022","ANALYSIS OF ORTHOPHOSPHATES, TOTAL DISSOLVED PHOSPHORUS AND TOTAL PHOSPHORUS USING THE AUTOANALYZER TECHNIQUE.","ANALYSE DES ORTHOPHOSPHATES, DU PHOSPHORE TOTAL DISSOUS ET DU PHOSPHORE TOTAL UTILISANT LA TECHNIQUE PAR AUTOANALYSEUR."
"1045","731","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","PHOSPHORUS","PHOSPHORE","MG/L P","MILLIGRAM PER LITER OF PHOSPHORUS","MILLIGRAMME PAR LITRE DE PHOSPHORE","3022","ANALYSIS OF ORTHOPHOSPHATES, TOTAL DISSOLVED PHOSPHORUS AND TOTAL PHOSPHORUS USING THE AUTOANALYZER TECHNIQUE.","ANALYSE DES ORTHOPHOSPHATES, DU PHOSPHORE TOTAL DISSOUS ET DU PHOSPHORE TOTAL UTILISANT LA TECHNIQUE PAR AUTOANALYSEUR."
"10451","745","RESIDUE FILTERABLE","RÉSIDUS FILTRABLES","PHYSICAL","PHYSIQUE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","404","GRAVIMETRIC METHOD","MÉTHODE GRAVIMÉTRIQUE"
"1047","443","COLOUR TRUE","COULEUR VRAIE","PHYSICAL","PHYSIQUE","CTU","COLOUR TRUE UNIT","UNITÉ COULEUR VRAIE","3023","TRUE COLOUR IN WATER IS DETERMINED BY A SPECTROPHOTOMETER.",""
"104788","864","TURBIDITY","TURBIDITÉ","PHYSICAL","PHYSIQUE","NTU","NEPHELOMETRIC TURBIDITY UNIT","UNITÉ DE TURBIDITÉ NÉPHÉLOMÉTRIQUE","2752","TURBIDITY IS DETERMINED BY COMPARISON OF LIGHT OF SAMPLE AND STANDARD.","LA TURBIDITÉ EST DÉTERMINÉE PAR COMPARAISON DE LA LUMIÈRE DE L'ÉCHANTILLON PAR RAPPORT À UN STANDARD."
"1050","604","AMMONIA DISSOLVED","AZOTE AMMONIACAL DISSOUS","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3026","AMMONIA IS DETERMINED IN WATER BY FLOW-INJECTION USING ORTHO-PHTHALDIALDEHYDE (OPA) AND SULFITE.",""
"10501","747","RESIDUE FIXED NONFILTERABLE","RÉSIDUS FIXES NON-FILTRABLES","PHYSICAL","PHYSIQUE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","411","NONFILTERABLE FIXED RESIDUE BY GRAVIMETRIC METHOD","RÉSIDUS NON-FILTRABLES FIXES - MÉTHODE GRAVIMÉTRIQUE"
"106000","2653","NITRITE AND NITRATE UNFILTERED","NITRITES ET NITRATES NON FILTRÉS","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3300","NO2 AND NO3 IN WATER ARE ANALYZED BY ION CHROMATOGRAPHY, THEN NO2+NO3-N IS CALCULATED.","L’ANALYSE DES NITRITES (NO2) ET DES NITRATES (NO3) DANS L'EAU EST EFFECTUÉE PAR CHROMATOGRAPHIE IONIQUE, PUIS L’AZOTE DES NITRITES+NITRATES (NO2 + NO3-N) EST CALCULÉ."
"106001","637","NITROGEN TOTAL DISSOLVED","AZOTE TOTAL DISSOUS","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","2606","TOTAL NITROGEN (CADMIUM REDUCTION)","AZOTE TOTAL (RÉDUCTION DU CADMIUM)"
"106002","687","PH","PH","PHYSICAL","PHYSIQUE","PH","PH UNIT","UNITÉ PH","389","PH - ELECTROMETRIC METHOD","PH - MÉTHODE ÉLECTROMÉTRIQUE"
"106003","864","TURBIDITY","TURBIDITÉ","PHYSICAL","PHYSIQUE","NTU","NEPHELOMETRIC TURBIDITY UNIT","UNITÉ DE TURBIDITÉ NÉPHÉLOMÉTRIQUE","54","TURBIDITY WITH HACH RATIO TURBIDIMETER MODEL 18900 (OR EQUIVALENT)","TURBIDITÉ AVEC TURBIDIMÈTRE HACH MODÈLE 18900"
"106004","745","RESIDUE FILTERABLE","RÉSIDUS FILTRABLES","PHYSICAL","PHYSIQUE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3126","TOTAL DISSOLVED SOLIDS ARE DETERMINED BY GRAVIMETRIC METHOD.","LES SOLIDES DISSOUS TOTAUX SONT DÉTERMINÉS PAR MÉTHODE GRAVIMÉTRIQUE."
"106005","749","RESIDUE NONFILTERABLE","RÉSIDUS NON-FILTRABLES","PHYSICAL","PHYSIQUE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","401","TOTAL SUSPENDED SOLIDS BY GRAVIMETRIC METHOD","SOLIDES TOTAUX EN SUSPENSION - MÉTHODE GRAVIMÉTRIQUE"
"106006","731","PHOSPHORUS TOTAL DISSOLVED","PHOSPHORUS TOTAL DISSOUS","PHOSPHORUS","PHOSPHORE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","577","PHOSPHORUS BY COLOURIMETRY ON AUTOANALYSER - AMMONIUM MOLYBDATE AND SNCL2 REACTIVES","PHOSPHORE PAR COLORIMÉTRIE SUR AUTOANALYSEUR - RÉACTIFS MOLYBDATE D'AMMONIUM ET SNCL2"
"106007","730","PHOSPHORUS TOTAL","PHOSPHORE TOTAL","PHOSPHORUS","PHOSPHORE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","577","PHOSPHORUS BY COLOURIMETRY ON AUTOANALYSER - AMMONIUM MOLYBDATE AND SNCL2 REACTIVES","PHOSPHORE PAR COLORIMÉTRIE SUR AUTOANALYSEUR - RÉACTIFS MOLYBDATE D'AMMONIUM ET SNCL2"
"106008","478","CARBON DISSOLVED ORGANIC","CARBONE ORGANIQUE DISSOUS","CARBON","CARBONE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3301","TOTAL AND DISSOLVED ORGANIC CARBON ARE DETERMINED BY INFRARED GAS ANALYZER.","LE CARBONE ORGANIQUE TOTAL ET DISSOUS SONT DÉTERMINÉS PAR UN ANALYSEUR AU GAZ INFRAROUGE."
"106009","2710","ESCHERICHIA COLI","ESCHERICHIA COLI","BIOLOGICAL","BIOLOGIQUE","MPN/ML","MOST PROBABLE NUMBER PER MILLILITER","NOMBRE LE PLUS PROBABLE PAR MILLILITRE","2978","COLILERT REAGENT IS USED FOR THE SIMULTANEOUS DETECTION AND CONFIRMATION OF TOTAL COLIFORMS AND ESCHERICHIA COLI IN WATER.","LE RÉACTIF COLILERT EST UTILISÉ POUR LA DÉTECTION SIMULTANÉE ET LA VALIDATION DES COLIFORMES TOTAUX ET D'ESCHERICHIA COLI DANS L'EAU."
"106010","404","CALCIUM DISSOLVED","CALCIUM DISSOUS","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3302","MAJOR ION CONCENTRATIONS ARE DETERMINED BY ION CHROMATOGRAPHY.","LES CONCENTRATIONS DES IONS MAJEURS SONT DÉTERMINÉES PAR CHROMATOGRAPHIE IONIQUE."
"106014","426","CHLORIDE DISSOLVED","CHLORURES DISSOUS","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3303","ANIONS ARE DETERMINED BY ION CHROMATOGRAPHY.","LES ANIONS SONT DÉTERMINÉS PAR CHROMATOGRAPHIE IONIQUE."
"106016","532","FLUORIDE DISSOLVED","FLUORURE DISSOUS","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3303","ANIONS ARE DETERMINED BY ION CHROMATOGRAPHY.","LES ANIONS SONT DÉTERMINÉS PAR CHROMATOGRAPHIE IONIQUE."
"106017","615","DISSOLVED NITROGEN NITRATE","AZOTE DISSOUS NITRATES","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3303","ANIONS ARE DETERMINED BY ION CHROMATOGRAPHY.","LES ANIONS SONT DÉTERMINÉS PAR CHROMATOGRAPHIE IONIQUE."
"106018","613","NITROGEN DISSOLVED NITRITE","AZOTE DISSOUS NITRITES","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3303","ANIONS ARE DETERMINED BY ION CHROMATOGRAPHY.","LES ANIONS SONT DÉTERMINÉS PAR CHROMATOGRAPHIE IONIQUE."
"10602","542","HARDNESS TOTAL (CALCD.) CACO3","DURETÉ TOTALE (CALC.) CACO3","PHYSICAL","PHYSIQUE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","423","TOTAL HARDNESS BY CALCULATED METHOD","DURETÉ TOTALE PAR MÉTHODE DE CALCUL"
"106020","786","SILICA REACTIVE","SILICE RÉACTIVE","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","3305","THE CONCENTRATION OF SOLUBLE REACTIVE SILICA (SIO2) IN THE SAMPLE IS DETERMINED WITH A CONTINUOUS SEGMENTED FLOW ANALYZER (CFA).",""
"106023","145","BENZO(B)FLUORANTHENE","BENZO(B)FLUORANTHÈNE","AROMATIC","AROMATIQUES","NG/L","NANOGRAM PER LITER","NANOGRAMME PAR LITRE","2863","ANALYSIS OF OCS, PCBS, CBS AND PAHS IN 1 L WATER SAMPLES BY GC-ECD AND GC-MSD.","ANALYSE DES OC, DES BPC, DES CB ET DES HAP DANS DES ÉCHANTILLONS DE 1 L D'EAU PAR GC-ECD ET GC-MSD."
