VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE
"58676","2697","POTASSIUM DISSOLVED","POTASSIUM DISSOUS","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","4250","METALS ANALYSIS BY UNKNOWN METHOD (MAXXAM 1995-2012)","MÉTAUX ANALYSÉS SELON UNE MÉTHODE INCONNUE PAR MAXXAM ENTRE 1995 ET 2012"
"58677","600","SODIUM DISSOLVED/FILTERED","SODIUM DISSOUS/FILTRÉ","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","4250","METALS ANALYSIS BY UNKNOWN METHOD (MAXXAM 1995-2012)","MÉTAUX ANALYSÉS SELON UNE MÉTHODE INCONNUE PAR MAXXAM ENTRE 1995 ET 2012"
"58679","1402","MAGNESIUM PARTICULATE","MAGNÉSIUM PARTICULAIRE","MAJOR IONS","IONS MAJEURS","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","4252","PARTICULATE MAGNESIUM BY UNKNOWN METHOD (CMA 1995-2012)","MAGNÉSIUM PARTICULAIRE ANALYSÉ SELON UNE MÉTHODE INCONNUE PAR LE CMA (1995-2012)"
"58680","992","ALUMINUM SUSPENDED","ALUMINIUM EN SUSPENSION","METAL","MÉTAUX","MG/KG","MILLIGRAM PER KILOGRAM","MILLIGRAMME PAR KILOGRAMME","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58681","386","BARIUM DISSOLVED","BARYUM DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58682","979","CADMIUM SUSPENDED","CADMIUM EN SUSPENSION","METAL","MÉTAUX","MG/KG","MILLIGRAM PER KILOGRAM","MILLIGRAMME PAR KILOGRAMME","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58683","979","CADMIUM SUSPENDED","CADMIUM EN SUSPENSION","METAL","MÉTAUX","MG/KG","MILLIGRAM PER KILOGRAM","MILLIGRAMME PAR KILOGRAMME","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58684","986","COBALT SUSPENDED","COBALT EN SUSPENSION","METAL","MÉTAUX","MG/KG","MILLIGRAM PER KILOGRAM","MILLIGRAMME PAR KILOGRAMME","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58685","984","COPPER SUSPENDED","CUIVRE EN SUSPENSION","METAL","MÉTAUX","MG/KG","MILLIGRAM PER KILOGRAM","MILLIGRAMME PAR KILOGRAMME","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58686","516","IRON DISSOLVED","FER DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58687","987","IRON SUSPENDED","FER EN SUSPENSION","METAL","MÉTAUX","MG/KG","MILLIGRAM PER KILOGRAM","MILLIGRAMME PAR KILOGRAMME","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58688","1401","LITHIUM PARTICULATE","LITHIUM PARTICULAIRE","METAL","MÉTAUX","MG/KG","MILLIGRAM PER KILOGRAM","MILLIGRAMME PAR KILOGRAMME","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58689","988","MANGANESE SUSPENDED","MANGANÈSE EN SUSPENSION","METAL","MÉTAUX","MG/KG","MILLIGRAM PER KILOGRAM","MILLIGRAMME PAR KILOGRAMME","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58690","985","NICKEL PARTICULATE","NICKEL PARTICULAIRE","METAL","MÉTAUX","MG/KG","MILLIGRAM PER KILOGRAM","MILLIGRAMME PAR KILOGRAMME","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58691","819","STRONTIUM DISSOLVED","STRONTIUM DISSOUS","METAL","MÉTAUX","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58692","969","ZINC SUSPENDED","ZINC EN SUSPENSION","METAL","MÉTAUX","MG/KG","MILLIGRAM PER KILOGRAM","MILLIGRAMME PAR KILOGRAMME","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58693","1402","MAGNESIUM PARTICULATE","MAGNÉSIUM PARTICULAIRE","MAJOR IONS","IONS MAJEURS","MG/KG","MILLIGRAM PER KILOGRAM","MILLIGRAMME PAR KILOGRAMME","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58694","600","SODIUM DISSOLVED/FILTERED","SODIUM DISSOUS/FILTRÉ","MAJOR IONS","IONS MAJEURS","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58695","976","MERCURY SUSPENDED","MERCURE EN SUSPENSION","METAL","MÉTAUX","NG/G","NANOGRAM PER GRAM","NANOGRAMME PAR GRAMME","4254","PARTICULATE MERCURY IS DETERMINED BY ATOMIC FLUORESCENCE SPECTROMETRY (AFLUOSP)","ANALYSE DU MERCURE PARTICULAIRE PAR SPECTROMÉTRIE À FLUORESCENCE ATOMIQUE"
"58696","975","LEAD SUSPENDED","PLOMB EN SUSPENSION","METAL","MÉTAUX","µG/G","MICROGRAM PER GRAM","MICROGRAMME PAR GRAMME","4253","METALS BY ICAP-AES","ANALYSE DE MÉTAUX PAR SPECTROMÉTRIE D'ÉMISSION ATOMIQUE PAR PLASMA À COUPLAGE INDUCTIF"
"58697","683","LEAD TOTAL","PLOMB TOTAL","METAL","MÉTAUX","MG/KG","MILLIGRAM PER KILOGRAM","MILLIGRAMME PAR KILOGRAMME","4248","METALS IN WATER ARE DETERMINED BY GFAAS","ANALYSE DES MÉTAUX DANS L'EAU PAR AAFG"
"58790","616","NITRITE/NITRATE","NITRITES/NITRATES","NITROGEN","AZOTE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","4246","NITRATE AND NITRITE IN WATER ARE DETERMINED BY COLOURIMETRY ON CONTINUOUS FLOW ANALYZER","ANALYSE DES NITRATES ET DES NITRITES PAR COLORIMÉTRIE À L'AIDE D'UN ANALYSEUR EN FLUX CONTINU"
"59979","758","SALINITY","SALINITÉ","PHYSICAL","PHYSIQUE","PSU","PRACTICAL SALINITY SCALE","ÉCHELLE DE SALINITÉ PRATIQUE","4272","SALINITY OF SEAWATER IS CALCULATED BASED ON CONDUCTIVITY MEASUREMENT",""
"6002","488","CARBON TOTAL ORGANIC (CALCD.)","CARBONE ORGANIQUE TOTAL (CALC.)","CARBON","CARBONE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","96","CALCULATED TOTAL ORGANIC CARBON","CARBONE ORGANIQUE TOTAL CALCULÉ"
"6009","487","CARBON TOTAL ORGANIC","CARBONE ORGANIQUE TOTAL","CARBON","CARBONE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","96","CALCULATED TOTAL ORGANIC CARBON","CARBONE ORGANIQUE TOTAL CALCULÉ"
"6010","487","CARBON TOTAL ORGANIC","CARBONE ORGANIQUE TOTAL","CARBON","CARBONE","MG/L","MILLIGRAM PER LITER","MILLIGRAMME PAR LITRE","99","INORGANIC AND ORGANIC CARBON BY INFRARED ANALYSIS","CARBONE INORGANIQUE ET ORGANIQUE - ANALYSE  PAR DÉTECTION INFRAROUGE"
"6021","4127","EUROPIUM DISSOLVED","EUROPIUM DISSOUS","RARE EARTH","TERRES RARES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6022","4128","GADOLINIUM DISSOLVED","GADOLINIUM DISSOUS","RARE EARTH","TERRES RARES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6023","4129","GERMANIUM DISSOLVED","GERMANIUM DISSOUS","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6024","4130","HAFNIUM DISSOLVED","HAFNIUM DISSOUS","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6025","4131","HOLMIUM DISSOLVED","HOLMIUM DISSOUS","RARE EARTH","TERRES RARES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6026","2633","INDIUM DISSOLVED","INDIUM DISSOUS","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6027","4132","IRIDIUM DISSOLVED","IRIDIUM DISSOUS","TRANSITION METAL","MÉTAUX DE TRANSITION","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6028","4133","LUTETIUM DISSOLVED","LUTÉCIUM DISSOUS","RARE EARTH","TERRES RARES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6029","4134","NEODYMIUM DISSOLVED","NÉODYME DISSOUS","RARE EARTH","TERRES RARES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6030","4137","PRASEODYMIUM DISSOLVED","PRASÉODYME DISSOUS","RARE EARTH","TERRES RARES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6031","4140","RUTHENIUM DISSOLVED","RUTHÉNIUM DISSOUS","TRANSITION METAL","MÉTAUX DE TRANSITION","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6032","2698","SCANDIUM DISSOLVED","SCANDIUM DISSOUS","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6033","4141","SAMARIUM DISSOLVED","SAMARIUM DISSOUS","RARE EARTH","TERRES RARES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6034","4143","TERBIUM DISSOLVED","TERBIUM DISSOUS","RARE EARTH","TERRES RARES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6035","4145","YTTERBIUM DISSOLVED","YTTERBIUM DISSOUS","RARE EARTH","TERRES RARES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6036","2738","TELLURIUM DISSOLVED","TELLURIUM DISSOUS","METALLOIDS","MÉTALLOÏDES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6037","2740","ZIRCONIUM DISSOLVED","ZIRCONIUM DISSOUS","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3529","DISSOLVED METALS IN FILTERED WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX DISSOUS DANS L'EAU FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6038","1004","EUROPIUM TOTAL","EUROPIUM TOTAL","RARE EARTH","TERRES RARES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3528","TOTAL METALS IN WHOLE WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX TOTAUX DANS L'EAU NON-FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6039","3348","GADOLINIUM TOTAL RECOVERABLE","GADOLINIUM TOTAL RÉCUPÉRABLE","RARE EARTH","TERRES RARES","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3528","TOTAL METALS IN WHOLE WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX TOTAUX DANS L'EAU NON-FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6040","4456","GERMANIUM TOTAL","GERMANIUM TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3528","TOTAL METALS IN WHOLE WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX TOTAUX DANS L'EAU NON-FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
"6041","1005","HAFNIUM TOTAL","HAFNIUM TOTAL","METAL","MÉTAUX","µG/L","MICROGRAM PER LITER","MICROGRAMME PAR LITRE","3528","TOTAL METALS IN WHOLE WATER SAMPLES ARE DETERMINED WITH ""IN-BOTTLE"" DIGESTION BY INDUCTIVELY COUPLED ARGON PLASMA- COLLISION/REACTION CELL MASS SPECTROMETER (CRC-ICP-MS) BY DISCRETE SAMPLING PNEUMATIC NEBULIZATION.","LES MÉTAUX TOTAUX DANS L'EAU NON-FILTRÉE SONT DÉTERMINÉS AVEC UNE DIGESTION ""EN BOUTEILLE"" PAR NÉBULISATION PNEUMATIQUE À PRÉLÈVEMENT DISCRET DANS UN SPECTROMÈTRE DE MASSE À COLLISION/RÉACTION PAR PLASMA D’ARGON COUPLÉ INDUCTIVEMENT (CRC-ICP-MS)."
